fare_amount,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,hourofday,dayofweek
7.7,5,-73.990923,40.755825,-73.97410500000001,40.751222,2,0
8.1,1,-74.00030699999999,40.746755,-73.99809499999999,40.727416999999996,20,5
7.7,4,-73.962807,40.758295000000004,-73.975173,40.752567,15,3
7.3,1,-73.97587800000001,40.686935,-73.99816700000001,40.686717,20,2
4.5,3,-73.993697,40.736142,-73.987782,40.728517,21,4
6.9,2,-73.98824599999999,40.71995,-73.982077,40.741746,17,2
4.1,5,-73.968007,40.76549,-73.96409799999999,40.772032,1,2
4.9,1,-73.963573,40.771687,-73.9549,40.772467,20,4
7.0,1,-73.979175,40.777315,-73.99063000000001,40.755378,21,1
4.5,1,-73.999337,40.744257,-73.99071500000001,40.756095,10,1
4.5,1,-73.991664,40.750685,-73.995213,40.760199,12,0
13.0,1,-73.961182,40.764782000000004,-73.981752,40.728491999999996,8,3
8.5,1,-74.00682831,40.72994995,-73.98983002,40.73944473,17,4
7.3,1,-74.0087,40.71955,-73.989719,40.723069,6,1
8.5,2,-73.965345,40.759503,-73.97410500000001,40.731303999999994,20,5
12.1,2,-73.978625,40.740905,-73.98298199999999,40.764555,14,6
5.7,5,-73.97943199999999,40.750225,-73.970528,40.756541999999996,7,2
4.9,1,-73.974906,40.782963,-73.98484499999999,40.769224,13,6
9.0,1,-73.962795,40.766442,-73.954192,40.787237,11,4
28.9,1,-73.98796800000001,40.743987,-73.99006700000001,40.687302,11,5
7.7,5,-73.990427,40.756195,-73.982102,40.774465,7,1
14.5,1,-73.986574,40.740505,-73.969522,40.785007,17,6
29.0,2,-74.002859,40.760465,-73.950691,40.715406,17,4
9.0,1,-74.00203499999999,40.740325,-73.97838,40.751197,12,2
8.0,1,-73.98297119,40.76792145,-73.98800659,40.77962875,11,1
8.5,1,-74.002115,40.729873,-73.99387,40.760613,0,6
7.0,1,-73.99056800000001,40.718517,-73.990462,40.731202,18,4
17.5,1,-74.00743866,40.73252106,-73.97312927,40.76131058,11,2
6.5,1,-73.99764499999999,40.756505,-73.999814,40.745012,11,6
57.33,2,-73.9552,40.767317999999996,-73.80617,40.660177000000004,10,5
18.0,1,-73.99184418,40.73876953,-73.98054504,40.77018356,20,5
14.0,5,-74.015695,40.714415,-73.99152,40.744645,11,4
9.0,1,-74.008032,40.738715,-73.98350500000001,40.738432,11,5
3.5,2,-73.918882,40.742345,-73.917603,40.739457,23,4
9.0,1,-74.00406647,40.75267029,-73.99300385,40.74311829,11,4
18.1,1,-73.98152900000001,40.759725,-73.99707,40.679933,20,3
6.1,2,-73.980613,40.78327,-73.971663,40.797183000000004,21,2
14.1,1,-73.989225,40.718765000000005,-73.944877,40.783182000000004,21,0
4.5,1,-73.96895,40.761672,-73.965688,40.765482,10,1
12.0,1,-73.99215600000001,40.748736,-73.987276,40.780316,19,0
9.0,1,-73.99380493,40.75130081,-73.98744965,40.76701355,12,2
9.3,4,-73.99906,40.75715,-74.0054,40.72784,22,4
18.1,1,-73.984737,40.732177,-73.937827,40.689213,20,3
11.5,2,-73.987551,40.747468,-74.004113,40.725958,21,1
21.5,1,-74.00108337,40.72609711,-73.98130798,40.78168106,8,3
5.3,2,-73.988812,40.736548,-73.978862,40.736297,9,6
3.3,1,-73.963493,40.767307,-73.960032,40.766165,18,5
11.0,1,-73.98158264,40.7741127,-73.974823,40.75925064,11,4
5.5,1,-74.00708008,40.73462677,-74.00761414,40.74298859,6,2
9.5,3,-74.00756836,40.70504761,-73.99351501,40.72465515,19,4
11.5,1,-73.95814200000001,40.810712,-73.97371600000001,40.790493,0,4
5.0,1,-73.975595,40.751540000000006,-73.97679000000001,40.745187,19,2
9.5,4,-73.97753,40.762172,-73.988702,40.742615,9,6
4.0,1,-73.98995699999999,40.76706,-73.984962,40.77498,14,1
4.5,1,-73.978285,40.763907,-73.98447,40.759777,14,2
16.0,4,-73.985268,40.747292,-74.01616700000001,40.70701,20,4
14.0,1,-73.78965600000001,40.646858,-73.79771099999999,40.686551,7,2
5.7,2,-73.992695,40.75325,-73.97883,40.752783,2,6
6.5,1,-73.9777,40.75472,-73.967433,40.766835,23,2
5.5,1,-73.983162,40.771457,-73.974513,40.763201,6,2
11.5,1,-74.00184300000001,40.74588,-74.006237,40.73385,8,1
7.7,2,-73.978785,40.764577,-73.989287,40.74073,9,1
3.7,2,-73.97455,40.7935,-73.97031,40.796553,21,3
5.3,1,-73.964451,40.807497999999995,-73.960523,40.797501000000004,20,4
18.5,1,-73.982196,40.762412,-73.990972,40.723621,17,3
7.0,1,-73.976279,40.744162,-73.99041700000001,40.751022,12,2
10.5,5,-73.98957800000001,40.73059,-73.953677,40.774992,22,4
7.0,1,-73.994585,40.7194,-74.00565,40.706237,12,5
5.3,1,-73.961798,40.764032,-73.976455,40.75277,23,1
7.5,1,-73.989791,40.760453000000005,-73.97144899999999,40.750623,0,4
6.0,5,-73.981442,40.77856,-73.98808000000001,40.773845,14,3
10.9,4,-73.98080300000001,40.762615000000004,-74.006073,40.74386,15,3
9.3,3,-73.962304,40.77908,-73.982539,40.761919,11,6
11.0,1,-73.97856,40.736775,-73.95028,40.778227,7,0
4.0,1,-73.96271,40.758781,-73.955308,40.764564,3,6
15.7,1,-73.977193,40.764424,-73.8901,40.75328,16,1
14.0,6,-73.961177,40.811941999999995,-73.98231,40.774055,20,5
7.5,1,-73.96958199999999,40.78564,-73.94963800000001,40.776908,23,3
7.0,1,-73.974375,40.787408,-73.957042,40.783255,12,2
7.5,1,-73.98400879,40.76838684,-73.97589874,40.787971500000005,20,0
5.3,5,-74.000597,40.73229,-73.990177,40.732092,6,1
22.1,1,-73.990972,40.734932,-73.968213,40.639477,22,5
4.5,5,-73.969362,40.766459999999995,-73.959282,40.780308000000005,9,5
6.1,2,-73.944238,40.752128000000006,-73.944238,40.752128000000006,11,5
24.0,1,-73.991907,40.731175,-73.992367,40.774237,14,2
6.5,1,-74.0067,40.7311,-74.0131,40.7168,22,2
16.5,1,-73.96040500000001,40.769723,-74.005977,40.736233,7,6
11.5,1,-73.991857,40.726156,-73.987858,40.737974,8,1
12.5,1,-73.998222,40.723632,-73.991677,40.748932,20,2
3.3,1,-73.963184,40.775099,-73.959705,40.779863,18,5
31.7,5,-73.86705,40.770765000000004,-73.999545,40.748862,7,5
16.5,5,-73.993812,40.720712,-73.98169,40.760812,14,1
45.0,1,-73.781448,40.644833,-73.97521,40.765122,16,2
4.5,5,-73.997897,40.735862,-74.000513,40.729935,9,5
7.3,4,-73.986262,40.722343,-73.998473,40.740265,21,2
10.0,1,-73.968165,40.751222,-73.95635300000001,40.773687,18,6
3.3,1,-73.956182,40.778696000000004,-73.961906,40.777978999999995,3,6
5.3,1,-73.967575,40.760482,-73.958104,40.774606,23,5
62.83,1,-73.789485,40.64702,-73.902107,40.865437,9,1
18.9,1,-73.957705,40.719828,-73.97989799999999,40.757882,11,1
4.9,2,-73.98996,40.733364,-73.98734499999999,40.743555,11,1
4.5,1,-73.958497,40.772349,-73.951376,40.782436,12,0
5.0,1,-73.99458299999999,40.745907,-74.004402,40.742595,11,5
14.5,1,-73.97641999999999,40.748352000000004,-74.005915,40.706082,22,2
14.5,1,-73.958442,40.784201,-73.99676,40.731726,9,0
4.0,1,-74.007142,40.711752000000004,-74.011235,40.708252,18,6
7.3,1,-73.982609,40.756013,-73.998685,40.732304,12,6
11.5,4,-74.003337,40.726876000000004,-74.003337,40.726876000000004,21,4
7.3,1,-73.962174,40.763884000000004,-73.984236,40.733264,6,1
5.5,1,-73.963033,40.763382,-73.974323,40.763258,20,4
13.0,2,-73.994975,40.749565000000004,-73.99542,40.7215,1,0
26.5,1,-73.77672199999999,40.645328000000006,-73.784447,40.741192,23,6
7.7,2,-73.952911,40.791751,-73.97613,40.776083,6,5
4.5,6,-73.979022,40.749347,-73.98366700000001,40.743487,7,4
25.0,2,-73.98375702,40.77359009,-73.92929077,40.86334991,11,3
7.3,1,-73.958303,40.772933,-73.9841,40.770223,12,2
4.5,2,-74.009698,40.713762,-74.0135,40.715272999999996,14,1
13.7,1,-73.961812,40.811153999999995,-73.983207,40.763203000000004,0,4
8.9,2,-73.95824499999999,40.778553,-73.96775799999999,40.765834999999996,22,4
8.1,1,-73.985366,40.731874,-74.009449,40.714131,14,4
6.0,1,-73.99133499999999,40.732287,-74.001407,40.726046999999994,11,2
8.5,1,-73.954776,40.773351,-73.964378,40.792629999999996,14,6
10.5,1,-74.008185,40.746305,-73.984437,40.77148,18,0
5.0,1,-74.002767,40.74733,-73.999503,40.738745,22,1
14.1,5,-73.977988,40.725288,-73.942848,40.705277,23,0
7.3,1,-73.985858,40.722967,-73.98038000000001,40.744222,6,1
10.5,1,-73.975208,40.749227000000005,-73.99228000000001,40.725654999999996,18,0
9.5,1,-74.008286,40.725915,-73.978465,40.736041,10,3
13.5,1,-73.972779,40.753076,-73.92574300000001,40.764231,14,2
7.7,2,-73.982512,40.769915000000005,-73.979047,40.776927,9,1
11.7,1,-74.001328,40.717527000000004,-73.98217199999999,40.763558,7,0
4.1,2,-73.985284,40.757557,-73.99614100000001,40.760059000000005,11,0
4.9,1,-73.951064,40.770584,-73.955621,40.778671,1,5
5.3,2,-74.001603,40.746109000000004,-73.999661,40.734127,17,6
24.0,1,-73.95193481,40.77731323,-73.99147034,40.69849777,14,2
6.1,2,-73.987763,40.744035,-73.989972,40.757002,23,3
18.5,2,-73.97522,40.75777,-73.992875,40.697772,14,0
18.5,1,-73.982446,40.771485,-73.940786,40.84471,11,2
15.5,1,-73.99409485,40.75120544,-73.95123291,40.777694700000005,20,5
13.3,2,-73.987137,40.766098,-73.98984300000001,40.723302000000004,14,1
5.5,1,-73.979738,40.742915,-73.976872,40.732422,6,2
4.5,1,-73.995048,40.73418,-73.996685,40.741362,7,2
8.1,1,-73.987022,40.739684000000004,-73.987756,40.759677,13,4
7.7,3,-73.9911,40.7499,-74.0083,40.7474,20,3
8.0,1,-73.976265,40.776096,-73.98561,40.763151,11,1
8.1,1,-73.976915,40.787679,-73.95451899999999,40.805645,22,2
56.25,1,-74.00873,40.72429,-74.03376,40.720515,21,4
2.9,1,-73.925925,40.743596000000004,-73.925925,40.743596000000004,12,4
8.1,1,-73.971735,40.754129999999996,-73.94856800000001,40.783559999999994,14,4
10.0,2,-73.98183441,40.76029587,-73.95872498,40.76398849,2,6
6.5,1,-73.962183,40.76381,-73.970936,40.751402,8,2
23.5,1,-73.94786072,40.77090454,-73.98006439,40.76544952,1,0
12.0,1,-73.97689799999999,40.751682,-73.991337,40.750341999999996,11,3
6.5,1,-73.95535699999999,40.782205,-73.980388,40.783151000000004,10,2
4.1,2,-74.000463,40.72878,-74.005723,40.726433,18,3
12.0,1,-73.976908,40.790175,-73.999758,40.761340999999994,17,2
7.7,4,-73.970588,40.79619,-73.988507,40.774027000000004,15,3
30.1,5,-73.98829,40.739255,-73.904157,40.881178000000006,10,0
22.0,2,-73.958763,40.783482,-73.92562,40.756802,20,2
22.1,1,-73.863912,40.769597999999995,-73.987053,40.749793,21,3
6.5,4,-74.003045,40.733290000000004,-74.01015699999999,40.714277,23,3
14.5,1,-73.97580500000001,40.751992,-73.97377,40.779146999999995,10,3
12.5,1,-73.956484,40.781878999999996,-73.96263499999999,40.809975,19,1
4.1,1,-73.99970400000001,40.741046999999995,-73.994741,40.750394,12,1
9.3,5,-73.987803,40.732455,-74.0106,40.716807,12,5
8.0,1,-74.00514221,40.72045898,-73.99295044,40.72418976,0,6
3.7,2,-73.949169,40.773329,-73.955841,40.773745,21,3
13.0,1,-73.99215,40.715323,-73.986458,40.745238,12,5
7.3,1,-73.97778199999999,40.725569,-73.991535,40.738919,20,1
5.3,2,-73.963412,40.771913,-73.97236,40.759307,12,3
12.5,5,-73.987263,40.746196999999995,-73.97449499999999,40.793279999999996,22,4
40.4,1,-73.875603,40.773106,-73.137393,41.366138,15,0
19.7,1,-73.863348,40.771822,-73.961424,40.756264,19,3
5.5,1,-74.015169,40.710674,-74.012496,40.706922,8,4
5.5,1,-73.966922,40.757065000000004,-73.977515,40.753605,22,0
5.5,1,-73.955725,40.764205,-73.963954,40.75546,21,3
5.5,1,-73.96244399999999,40.767284000000004,-73.956379,40.779545,19,3
7.3,5,-73.97473199999999,40.783317,-73.949962,40.775982,17,5
28.5,1,-73.863215,40.7692,-73.98525500000001,40.74978,8,1
62.3,1,-73.99074300000001,40.74951,-74.177838,40.690064,8,3
7.3,1,-73.98128,40.777489,-73.966171,40.767972,20,2
22.9,5,-74.00766,40.71567,-73.906095,40.742402,12,1
9.0,1,-73.981563,40.749744,-73.958383,40.764458000000005,22,3
7.5,1,-74.00927734,40.71535873,-74.00043488,40.73532486,23,3
18.5,1,-74.002317,40.745245000000004,-73.96257800000001,40.712522,17,3
6.5,1,-73.976611,40.75743,-73.954184,40.766110999999995,10,2
6.0,1,-73.992313,40.749497,-73.99132,40.736596999999996,0,6
11.7,1,-73.986297,40.720825,-73.945305,40.719311,17,3
12.0,1,-73.97492218,40.75859833,-73.94904327,40.77191162,19,0
4.0,1,-73.94765699999999,40.779481,-73.941854,40.787281,14,1
16.5,1,-73.988057,40.749247,-74.016835,40.705011999999996,18,2
12.0,2,-74.005527,40.725645,-73.976247,40.763166999999996,9,4
2.9,1,-74.00434200000001,40.737998,-74.002717,40.739453000000005,12,6
5.3,1,-73.946258,40.772946999999995,-73.958297,40.769092,7,3
11.0,6,-73.98790699999999,40.743182,-73.990095,40.759042,6,3
4.5,1,-73.98345184,40.72622681,-73.97664642,40.72319412,11,1
24.9,5,-73.99401999999999,40.751212,-73.943033,40.814182,22,2
4.1,1,-73.954801,40.788329,-73.966849,40.7934,6,5
8.5,1,-73.961807,40.764604999999996,-73.989518,40.741642,14,6
6.6,1,-73.977094,40.757870000000004,-73.99599599999999,40.759170000000005,18,1
4.1,1,-73.946395,40.779833,-73.946315,40.772791999999995,18,3
14.5,1,-73.953694,40.766966,-73.989587,40.736736,17,6
20.1,6,-73.944742,40.775092,-74.01205300000001,40.70991,20,1
4.0,1,-73.99433899,40.73898697,-74.00354767,40.74019623,13,4
5.3,1,-73.974133,40.759088,-73.974133,40.759088,8,3
5.5,1,-74.00523299999999,40.719192,-73.998752,40.722871999999995,7,4
11.5,1,-73.99426700000001,40.755837,-73.98087,40.747906,11,4
9.5,1,-74.00179291,40.73944855,-74.00753021,40.7126503,2,5
10.1,6,-74.010322,40.705557,-73.992933,40.74264,17,3
6.1,1,-73.997342,40.736684999999994,-73.990575,40.750982,18,0
10.0,5,-73.968452,40.761247,-73.986785,40.739582,22,4
5.5,1,-73.96209499999999,40.776517,-73.95573,40.781952000000004,6,2
11.7,2,-73.99101999999999,40.739722,-73.98415200000001,40.783120000000004,4,6
6.0,1,-73.984014,40.740196999999995,-73.988292,40.727914,21,0
10.0,2,-73.98098755,40.74285126,-73.99362183,40.72169876,12,2
8.5,1,-73.99914551,40.76200104,-73.97454071,40.7632637,15,0
3.0,1,-73.972635,40.752602,-73.948002,40.809562,15,2
4.9,1,-73.970972,40.768567,-73.956884,40.767859,13,6
10.1,3,-73.997454,40.719309,-73.99902900000001,40.749894,22,4
6.1,1,-74.004588,40.721377000000004,-73.990837,40.714553,12,4
6.5,1,-74.00745,40.733197,-74.00166899999999,40.727683,0,5
13.7,1,-74.006388,40.740488,-73.963957,40.774516999999996,1,5
6.5,1,-73.97428131,40.78881073,-73.98135376,40.77178574,10,4
5.5,1,-73.98444,40.744612,-73.991272,40.738965,18,0
12.5,1,-73.965958,40.762045,-73.988221,40.759671999999995,20,3
22.5,1,-73.97590699999999,40.749337,-73.870317,40.773513,19,4
20.5,2,-73.923292,40.835622,-73.975747,40.752067,22,1
11.5,1,-74.000523,40.727146999999995,-73.965355,40.759268,9,3
6.1,1,-73.985895,40.767977,-73.973465,40.758875,10,5
9.0,2,-73.98139191,40.77534103,-73.95572662,40.78483963,12,1
10.0,1,-73.989852,40.733405,-73.986857,40.745227,18,6
5.5,1,-73.99150848,40.75021362,-73.98371887,40.75629044,22,0
12.5,1,-73.97689799999999,40.788065,-73.996702,40.752922999999996,6,4
45.83,1,-73.994484,40.759125,-73.872905,40.774498,4,4
14.0,1,-73.960207,40.763878000000005,-73.984475,40.744602,4,5
7.5,2,-73.96582,40.790046999999994,-73.95530500000001,40.78609,13,4
9.5,1,-73.98303223,40.78182983,-73.95559692,40.77661133,13,2
5.0,1,-73.97447199999999,40.755825,-73.983195,40.747436,18,4
4.1,1,-74.003625,40.736677,-74.003625,40.736677,11,0
11.0,4,-73.97121,40.755213,-73.9907,40.750479,13,2
12.5,1,-73.99778,40.736090000000004,-73.965102,40.755108,6,4
4.9,1,-73.971257,40.751327,-73.981087,40.753422,20,4
7.3,2,-73.99268199999999,40.743019,-73.98021899999999,40.756306,9,0
6.0,1,-73.994078,40.728730999999996,-74.008323,40.717556,9,2
5.0,2,-73.94869232,40.77404022,-73.95755005,40.77272797,4,4
8.1,1,-73.99037,40.761602,-73.99906,40.749533,20,1
4.5,2,-73.99050799999999,40.7342,-73.996115,40.726205,18,1
6.5,5,-73.96324158,40.758564,-73.94933319,40.77084351,19,5
12.5,1,-74.00499599999999,40.740778999999996,-73.978105,40.754461,17,0
5.5,2,-73.95581999999999,40.778876000000004,-73.951427,40.771834999999996,11,1
7.0,1,-74.006848,40.73018,-73.992198,40.727222,13,6
10.5,5,-73.987925,40.700072,-73.994847,40.734702,19,5
9.0,1,-73.98005,40.754632,-73.962386,40.772928,23,3
7.0,1,-73.980597,40.784775,-73.984085,40.774015000000006,20,3
14.5,1,-74.00235699999999,40.71458,-73.971912,40.75425,10,3
7.5,1,-73.99385,40.736142,-73.984493,40.754393,22,1
13.5,1,-73.97288513,40.76422882,-74.00035858,40.73524094,13,6
13.5,5,-73.999525,40.718,-73.99335500000001,40.751927,21,3
6.5,3,-73.988423,40.759827,-73.98070600000001,40.764992,0,5
4.5,2,-73.991842,40.731315,-74.00480300000001,40.728542,10,3
11.3,2,-74.015816,40.711234000000005,-73.994876,40.75018,13,6
6.5,1,-73.968969,40.761384,-73.982623,40.765698,7,0
5.3,1,-74.00156700000001,40.746583,-74.000372,40.75757,2,5
5.5,1,-74.01572,40.715232,-74.015337,40.711602,23,1
6.1,5,-73.981415,40.759302000000005,-73.964035,40.756695,9,5
6.2,2,-73.970567,40.764649,-73.954812,40.784068,6,5
39.83,1,-73.86545799999999,40.770843,-73.980712,40.764483,18,3
7.0,1,-74.004267,40.756887,-74.00253000000001,40.760707000000004,6,5
4.5,1,-74.014451,40.716856,-74.007778,40.714085,3,5
3.3,1,-73.952761,40.772345,-73.950684,40.77843,12,2
9.7,1,-73.996495,40.737245,-73.989518,40.716842,16,6
8.1,2,-73.982326,40.776876,-73.984873,40.748194,0,5
11.5,1,-74.0067215,40.74409866,-74.01604462,40.70632553,23,3
16.5,3,-73.947365,40.774417,-73.922972,40.826085,0,6
9.0,2,-73.98979399999999,40.737202,-74.009129,40.715228,14,1
4.1,1,-73.987162,40.747873,-73.983337,40.744163,12,1
5.7,5,-74.001427,40.737147,-73.991217,40.739357,7,2
4.9,1,-74.002162,40.682973,-73.915853,40.730875,17,5
4.0,3,-73.92251999999999,40.743809999999996,-73.92713499999999,40.743795,21,4
13.0,1,-73.99896700000001,40.719142,-73.950385,40.70709,10,5
4.1,1,-73.98093,40.741822,-73.976927,40.747417,19,2
9.7,2,-73.988404,40.758571,-74.00785,40.751769,15,5
7.0,1,-74.000952,40.746235,-73.976363,40.73622,14,3
7.5,4,-73.99131,40.750634999999996,-73.981572,40.755107,1,1
7.3,1,-74.00234300000001,40.750378000000005,-73.988972,40.776773,20,1
12.5,5,-73.99334499999999,40.74211,-73.97251,40.780927,2,6
5.7,2,-73.99208399999999,40.749231,-73.996735,40.731432,2,6
4.0,1,-73.970708,40.754630999999996,-73.974362,40.752691,12,2
5.3,1,-73.984822,40.754034000000004,-73.984742,40.755463,8,3
7.0,1,-73.97459599999999,40.742101,-73.974777,40.758629,20,2
11.5,1,-73.984487,40.769595,-73.992367,40.743037,14,4
8.5,1,-73.993262,40.730907,-73.97496,40.75035,14,6
6.0,1,-73.967187,40.763387,-73.978335,40.76027,1,5
11.0,1,-73.988022,40.723945,-73.971673,40.746412,11,4
19.5,1,-73.99186999999999,40.735162,-73.972548,40.793663,11,1
3.7,5,-73.97563199999999,40.757011999999996,-73.971385,40.760857,14,1
7.3,4,-73.97641800000001,40.757290000000005,-73.992378,40.736682,12,3
6.0,4,-73.983121,40.722501,-73.98835799999999,40.734721,2,0
12.9,2,-73.952763,40.776418,-73.983355,40.725975,20,2
25.0,1,-74.004835,40.73755,-73.951433,40.791002,14,2
11.5,3,-73.963612,40.771634000000006,-73.98258100000001,40.772856,14,2
43.0,1,-73.97850037,40.75227356,-73.97576141,40.60768127,21,6
7.5,1,-73.996597,40.725482,-74.00313100000001,40.739063,23,3
8.5,1,-73.997148,40.724876,-74.005015,40.731744,21,3
16.1,1,-74.001127,40.731912,-73.970678,40.789333,20,3
6.5,2,-74.013755,40.709565000000005,-74.007514,40.707389,0,6
20.5,4,-73.997632,40.729197,-73.984881,40.768558,13,5
11.7,5,-73.993227,40.730932,-73.951605,40.769782,22,3
11.0,2,-73.9596405,40.77766037,-73.97373962,40.75687027,11,0
11.3,4,-73.985984,40.759201000000004,-73.96203299999999,40.779495000000004,7,0
8.0,1,-73.984679,40.774099,-73.973115,40.758736,23,4
7.0,1,-73.976237,40.755065,-73.98133399999999,40.778525,21,1
84.75,5,-74.00850200000001,40.741427,-74.177183,40.691682,15,5
8.5,1,-73.964323,40.756282,-73.979405,40.75038,14,6
3.7,2,-73.98739,40.733487,-73.983302,40.738462,5,3
14.5,1,-73.987282,40.735938,-73.95852099999999,40.775609,15,0
4.1,1,-73.983968,40.780602,-73.97799599999999,40.787307,15,0
12.0,1,-73.962312,40.755305,-73.947737,40.782067,19,0
4.5,1,-73.978545,40.737002000000004,-73.985212,40.741677,19,6
8.0,1,-73.99181999999999,40.731272,-74.001235,40.718847,12,1
8.5,3,-73.962277,40.805668,-73.980818,40.7826,20,5
14.2,1,-73.976796,40.785143,-73.942691,40.840995,0,0
6.5,1,-73.983645,40.74094,-73.99525,40.733877,8,2
6.0,1,-73.991352,40.752873,-73.981437,40.744541,22,4
11.0,1,-73.96719,40.803705,-73.950292,40.783782,13,0
11.0,1,-73.995019,40.749612,-73.97859,40.730942,20,1
4.1,5,-73.95947199999999,40.774205,-73.958702,40.7688,8,1
49.57,2,-73.817656,40.705427,-73.985112,40.769394,17,2
16.5,1,-73.975886,40.760929,-73.997151,40.724908,19,3
12.9,2,-74.003405,40.726668,-73.961477,40.719212,21,2
11.3,4,-73.99135799999999,40.749742,-74.01245899999999,40.704073,9,0
6.5,5,-73.995622,40.74429,-73.979152,40.744471999999995,19,5
18.1,2,-74.011095,40.703016999999996,-73.974701,40.761383,14,0
9.0,1,-73.968942,40.791035,-73.959835,40.774497,10,0
37.33,1,-73.87236700000001,40.774075,-73.974655,40.756541,8,3
10.1,1,-74.00052,40.732482,-73.965537,40.756184999999995,18,6
15.0,1,-73.983425,40.761174,-73.98858299999999,40.735592,18,5
6.1,1,-73.968526,40.758873,-73.951425,40.769984,10,1
4.1,1,-73.96936,40.757594,-73.971485,40.752014,14,4
6.1,1,-74.006715,40.744268,-73.987534,40.735071000000005,15,3
9.5,2,-73.97521973,40.75780106,-73.95552826,40.78241348,4,1
13.3,2,-73.96324,40.774601000000004,-74.000063,40.733061,22,0
8.1,2,-73.991479,40.68525,-73.963171,40.674347,0,5
9.7,5,-73.977518,40.756583,-74.005612,40.74015,21,2
9.5,1,-73.99424744,40.7510376,-73.98097992,40.7652626,1,1
4.5,1,-74.00480652,40.74061203,-74.00385284,40.73735046,7,3
8.1,1,-74.007407,40.741112,-74.010018,40.719978000000005,22,4
4.0,1,-73.97916500000001,40.766917,-73.981737,40.760477,14,1
12.1,1,-73.991483,40.726411999999996,-73.955487,40.779428,15,6
16.5,3,-73.968067,40.80215,-73.972987,40.758592,23,5
4.9,1,-74.004235,40.716640000000005,-73.99803,40.725784999999995,9,0
6.5,1,-73.982314,40.768388,-73.983884,40.754929,7,0
7.0,4,-73.991327,40.727477,-73.977982,40.745917,15,5
6.1,3,-73.994118,40.738756,-73.996499,40.742765000000006,20,3
15.5,6,-73.98562199999999,40.734905,-73.98895999999999,40.75955,6,0
5.5,1,-73.987012,40.73324,-73.985791,40.740115,22,4
7.0,2,-74.000588,40.737327,-73.985563,40.727733,0,6
6.0,1,-73.983337,40.76075,-73.99101,40.750315,22,4
8.9,2,-73.96644,40.765240000000006,-73.951235,40.79418,13,5
10.5,5,-73.95683289,40.78044891,-73.95863342,40.79997253,20,4
20.5,6,-73.99846,40.691477,-73.978852,40.744892,13,1
15.7,5,-73.989852,40.729688,-73.95546999999999,40.781727000000004,22,3
76.0,1,-74.166655,40.734057,-74.166565,40.734139,21,4
12.0,4,-73.990025,40.756712,-73.976522,40.790625,22,4
10.1,1,-73.982105,40.728082,-73.974358,40.76,17,4
21.5,5,-73.958283,40.773747,-73.983172,40.747067,19,2
36.0,6,-73.873287,40.774057,-73.938612,40.843722,13,1
7.3,1,-74.00143,40.725182000000004,-74.007595,40.740828,11,4
16.9,1,-73.997885,40.725557,-73.963342,40.774445,15,5
14.0,1,-73.955268,40.78249,-73.96602299999999,40.754096999999994,22,3
5.0,5,-73.98371124,40.78078079,-73.97667694,40.79053116,17,5
4.1,1,-73.95393299999999,40.778551,-73.961613,40.774454,15,0
4.1,1,-73.9867,40.7338,-73.9919,40.7408,14,4
22.5,4,-73.988104,40.693084000000006,-73.973495,40.755419,13,5
4.9,1,-74.008162,40.737525,-74.003493,40.740207,19,5
52.0,1,-73.79031372,40.64417648,-73.96302795,40.76563644,21,4
4.5,3,-73.956772,40.774789,-73.95360500000001,40.784512,21,4
6.5,1,-73.969652,40.76062,-73.951177,40.782472,6,1
49.8,2,-73.983965,40.765435,-73.77635699999999,40.645599,17,5
5.5,1,-74.00276,40.728682,-73.992882,40.738857,7,1
6.1,1,-73.994292,40.741085999999996,-73.98996700000001,40.729657,10,1
30.1,1,-73.862728,40.769022,-73.983935,40.759495,21,6
5.5,1,-74.003736,40.732131,-73.996317,40.725225,12,4
11.4,2,-73.976497,40.744124,-73.984965,40.71949,20,2
4.5,1,-73.98097800000001,40.742038,-73.983324,40.734472,0,5
6.5,1,-73.9585,40.7648,-73.9717,40.7502,23,2
4.5,1,-73.961187,40.775946999999995,-73.968398,40.775138,22,6
10.5,4,-73.99776800000001,40.736077,-74.007257,40.744071999999996,21,0
27.5,1,-73.99167633,40.76502228,-74.00726318,40.73391342,11,0
10.0,1,-73.94826508,40.77421951,-73.97527313,40.75167465,14,3
19.7,3,-74.003547,40.706055,-73.972414,40.781137,9,1
7.5,1,-73.9875946,40.76040268,-74.00248718,40.7560463,20,0
8.1,5,-74.00705500000001,40.743938,-74.007275,40.714662,10,4
6.1,1,-73.983653,40.676415000000006,-73.967632,40.687208,18,0
12.0,1,-73.96303558,40.77074432,-73.98080444,40.74760818,18,2
12.1,2,-74.002078,40.75078,-73.998358,40.713257,10,4
7.3,1,-73.985374,40.759544,-73.99780600000001,40.746238,20,2
12.5,1,-73.989936,40.725401,-73.943403,40.70653,13,1
16.5,1,-73.983388,40.734257,-73.970221,40.786606,18,2
7.5,2,-73.96199799,40.80513,-73.94702148,40.79764175,13,4
52.0,1,-74.01619720000001,40.70275879,-73.78395081,40.64362335,21,4
4.9,2,-74.001675,40.747491,-73.98668,40.745697,2,6
5.0,1,-73.99775600000001,40.760621,-74.004825,40.747966,11,5
14.1,1,-73.978335,40.783297999999995,-73.940833,40.84458,2,6
5.5,1,-73.982527,40.771737,-74.002835,40.749441999999995,7,1
